RoundID: 2021-08-10-07-31-03_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,A,3,33.079341,-117.058583,FLIPPER
1,reg,A,3,33.079864,-117.057922,JUDY
1,reg,A,3,33.079952,-117.057763,JUDY
1,reg,A,3,33.079947,-117.057800,BASKET
2,reg,A,3,33.079676,-117.057618,BARELY_KNOW_HER
2,reg,A,3,33.079008,-117.057838,BARELY_KNOW_HER
2,reg,A,3,33.079126,-117.057578,BUZZBUZZ
2,reg,A,3,33.078921,-117.057755,JUDY
2,reg,A,3,33.078939,-117.057852,JUDY
2,reg,A,3,33.078940,-117.057842,BASKET
3,reg,B,4,33.079355,-117.057288,FLIPPER
3,reg,B,4,33.080429,-117.057498,JUDY
3,reg,B,4,33.080698,-117.057510,JUDY
3,reg,B,4,33.080684,-117.057442,BASKET
4,reg,B,4,33.080419,-117.057765,FLIPPER
4,reg,B,4,33.079443,-117.058289,JUDY
4,reg,B,4,33.079379,-117.058817,JUDY
4,reg,B,4,33.079455,-117.058745,JUDY
4,reg,B,4,33.079461,-117.058787,BASKET
5,reg,A,3,33.079305,-117.059316,BARELY_KNOW_HER
5,reg,A,3,33.079201,-117.060030,JUDY
5,reg,A,3,33.079199,-117.060166,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,BARELY_KNOW_HER
6,reg,A,3,33.081396,-117.061083,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081409,-117.060896,FLIPPER
7,reg,A,3,33.081826,-117.061035,JUDY
7,reg,A,3,33.082061,-117.061060,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,BARELY_KNOW_HER
8,reg,A,3,33.082854,-117.060832,JUDY
8,reg,A,3,33.082866,-117.060781,JUDY
8,reg,A,3,33.082899,-117.060744,BASKET
9,reg,A,3,33.083486,-117.060999,BARELY_KNOW_HER
9,reg,A,3,33.084182,-117.061288,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,FLIPPER
10,reg,A,3,33.083899,-117.061798,JUDY
10,reg,A,3,33.083739,-117.061602,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,D,4,33.083426,-117.061863,FLIPPER
11,reg,D,4,33.084418,-117.061670,BARELY_KNOW_HER
11,reg,D,4,33.084858,-117.061622,JUDY
11,reg,D,4,33.084791,-117.061522,BASKET
12,reg,B,3,33.084670,-117.061963,BARELY_KNOW_HER
12,reg,B,3,33.084049,-117.062320,JUDY
12,reg,B,3,33.083915,-117.062258,JUDY
12,reg,B,3,33.083887,-117.062243,BASKET
13,reg,B,3,33.083715,-117.062250,BARELY_KNOW_HER
13,reg,B,3,33.082848,-117.061816,BARELY_KNOW_HER
13,reg,B,3,33.082871,-117.062015,JUDY
13,reg,B,3,33.082904,-117.061813,JUDY
13,reg,B,3,33.082887,-117.061800,BASKET
14,reg,A,3,33.082548,-117.061303,FLIPPER
14,reg,A,3,33.081356,-117.061303,JUDY
14,reg,A,3,33.081492,-117.061258,JUDY
14,reg,A,3,33.081491,-117.061267,BASKET
15,reg,A,3,33.081738,-117.061570,BARELY_KNOW_HER
15,reg,A,3,33.081056,-117.061784,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,A,3,33.081176,-117.062135,BARELY_KNOW_HER
16,reg,A,3,33.080526,-117.062618,JUDY
16,reg,A,3,33.080509,-117.062541,JUDY
16,reg,A,3,33.080516,-117.062520,BASKET
17,reg,B,3,33.080498,-117.062244,BARELY_KNOW_HER
17,reg,B,3,33.079880,-117.062525,JUDY
17,reg,B,3,33.079912,-117.062570,BASKET
18,reg,B,3,33.079575,-117.062434,BARELY_KNOW_HER
18,reg,B,3,33.079512,-117.061388,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
