RoundID: 2021-09-27-07-04-22_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,A,3,33.079341,-117.058583,FLIPPER
1,reg,A,3,33.080020,-117.057913,JUDY
1,reg,A,3,33.079949,-117.057781,JUDY
1,reg,A,3,33.079947,-117.057800,BASKET
2,reg,A,3,33.079676,-117.057618,BARELY_KNOW_HER
2,reg,A,3,33.078859,-117.057763,JUDY
2,reg,A,3,33.078926,-117.057805,JUDY
2,reg,A,3,33.078940,-117.057842,BASKET
3,reg,A,3,33.079355,-117.057288,FLIPPER
3,reg,A,3,33.080260,-117.057614,JUDY
3,reg,A,3,33.080351,-117.057463,JUDY
3,reg,A,3,33.080317,-117.057442,BASKET
4,reg,A,3,33.080419,-117.057765,BARELY_KNOW_HER
4,reg,A,3,33.079914,-117.058389,JUDY
4,reg,A,3,33.079828,-117.058467,BASKET
5,reg,A,3,33.079305,-117.059316,BARELY_KNOW_HER
5,reg,A,3,33.079145,-117.060201,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,BARELY_KNOW_HER
6,reg,A,3,33.081504,-117.061104,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081370,-117.060906,BARELY_KNOW_HER
7,reg,A,3,33.081917,-117.061281,JUDY
7,reg,A,3,33.082107,-117.061063,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,BARELY_KNOW_HER
8,reg,A,3,33.082856,-117.060879,JUDY
8,reg,A,3,33.082890,-117.060770,BASKET
9,reg,A,3,33.083486,-117.060999,BARELY_KNOW_HER
9,reg,A,3,33.084092,-117.061369,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,BARELY_KNOW_HER
10,reg,A,3,33.083659,-117.061422,JUDY
10,reg,A,3,33.083692,-117.061689,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,C,4,33.083426,-117.061863,FLIPPER
11,reg,C,4,33.084050,-117.061741,FLIPPER
11,reg,C,4,33.084646,-117.061660,JUDY
11,reg,C,4,33.084826,-117.061647,JUDY
11,reg,C,4,33.084811,-117.061659,BASKET
12,reg,A,3,33.084670,-117.061963,BARELY_KNOW_HER
12,reg,A,3,33.083994,-117.062283,JUDY
12,reg,A,3,33.084051,-117.062324,BASKET
13,reg,A,3,33.083715,-117.062250,FLIPPER
13,reg,A,3,33.082825,-117.062318,JUDY
13,reg,A,3,33.082764,-117.061990,JUDY
13,reg,A,3,33.082782,-117.062002,BASKET
14,reg,B,4,33.082501,-117.061417,FLIPPER
14,reg,B,4,33.081936,-117.061324,BARELY_KNOW_HER
14,reg,B,4,33.081176,-117.061189,JUDY
14,reg,B,4,33.081162,-117.061291,JUDY
14,reg,B,4,33.081175,-117.061272,BASKET
15,reg,A,3,33.081738,-117.061570,BARELY_KNOW_HER
15,reg,A,3,33.081152,-117.061735,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,B,3,33.081176,-117.062135,BARELY_KNOW_HER
16,reg,B,3,33.080631,-117.063222,JUDY
16,reg,B,3,33.080634,-117.062932,JUDY
16,reg,B,3,33.080606,-117.062871,BASKET
17,reg,A,3,33.080498,-117.062244,BARELY_KNOW_HER
17,reg,A,3,33.080044,-117.062278,JUDY
17,reg,A,3,33.079881,-117.062414,JUDY
17,reg,A,3,33.079835,-117.062358,BASKET
18,reg,B,3,33.079575,-117.062434,BARELY_KNOW_HER
18,reg,B,3,33.079656,-117.061453,JUDY
18,reg,B,3,33.079493,-117.061222,JUDY
18,reg,B,3,33.079503,-117.061314,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
