RoundID: 2021-09-21-06-45-25_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,C,3,33.079341,-117.058583,BARELY_KNOW_HER
1,reg,C,3,33.079583,-117.057824,JUDY
1,reg,C,3,33.079661,-117.057777,JUDY
1,reg,C,3,33.079675,-117.057753,BASKET
2,reg,A,3,33.079676,-117.057618,BARELY_KNOW_HER
2,reg,A,3,33.078872,-117.057802,JUDY
2,reg,A,3,33.079169,-117.057566,JUDY
2,reg,A,3,33.078927,-117.057797,JUDY
2,reg,A,3,33.078940,-117.057842,BASKET
3,reg,A,3,33.079355,-117.057288,FLIPPER
3,reg,A,3,33.080297,-117.057220,JUDY
3,reg,A,3,33.080313,-117.057454,JUDY
3,reg,A,3,33.080317,-117.057442,BASKET
4,reg,B,4,33.080419,-117.057765,FLIPPER
4,reg,B,4,33.080157,-117.058033,FLIPPER
4,reg,B,4,33.079419,-117.058687,JUDY
4,reg,B,4,33.079448,-117.058788,JUDY
4,reg,B,4,33.079461,-117.058787,BASKET
5,reg,A,3,33.079305,-117.059316,BARELY_KNOW_HER
5,reg,A,3,33.079363,-117.059525,BARELY_KNOW_HER
5,reg,A,3,33.079165,-117.060108,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,BARELY_KNOW_HER
6,reg,A,3,33.081377,-117.061178,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081370,-117.060906,BARELY_KNOW_HER
7,reg,A,3,33.081888,-117.061104,JUDY
7,reg,A,3,33.082059,-117.061124,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,BARELY_KNOW_HER
8,reg,A,3,33.082803,-117.060759,JUDY
8,reg,A,3,33.082890,-117.060770,BASKET
9,reg,A,3,33.083486,-117.060999,BARELY_KNOW_HER
9,reg,A,3,33.083995,-117.061294,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,BARELY_KNOW_HER
10,reg,A,3,33.083783,-117.061577,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,B,4,33.083426,-117.061863,FLIPPER
11,reg,B,4,33.084283,-117.061601,JUDY
11,reg,B,4,33.084595,-117.061728,JUDY
11,reg,B,4,33.084730,-117.061806,JUDY
11,reg,B,4,33.084679,-117.061797,BASKET
12,reg,A,3,33.084670,-117.061963,BARELY_KNOW_HER
12,reg,A,3,33.084116,-117.062333,JUDY
12,reg,A,3,33.084051,-117.062324,BASKET
13,reg,C,3,33.083715,-117.062250,FLIPPER
13,reg,C,3,33.082834,-117.062302,JUDY
13,reg,C,3,33.082609,-117.062062,JUDY
13,reg,C,3,33.082548,-117.062077,BASKET
14,reg,B,4,33.082501,-117.061417,FLIPPER
14,reg,B,4,33.081395,-117.061356,JUDY
14,reg,B,4,33.081166,-117.061224,JUDY
14,reg,B,4,33.081175,-117.061272,BASKET
15,reg,A,3,33.081738,-117.061570,BARELY_KNOW_HER
15,reg,A,3,33.081171,-117.061771,JUDY
15,reg,A,3,33.081064,-117.061754,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,B,3,33.081176,-117.062135,BARELY_KNOW_HER
16,reg,B,3,33.080632,-117.062857,JUDY
16,reg,B,3,33.080606,-117.062871,BASKET
17,reg,A,3,33.080498,-117.062244,BARELY_KNOW_HER
17,reg,A,3,33.079927,-117.062393,JUDY
17,reg,A,3,33.079835,-117.062358,BASKET
18,reg,B,3,33.079575,-117.062434,BARELY_KNOW_HER
18,reg,B,3,33.079638,-117.061503,JUDY
18,reg,B,3,33.079482,-117.061240,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
