RoundID: 2021-10-12-07-19-12_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,B,3,33.079341,-117.058583,BARELY_KNOW_HER
1,reg,B,3,33.080099,-117.058196,BARELY_KNOW_HER
1,reg,B,3,33.080086,-117.058172,JUDY
1,reg,B,3,33.080054,-117.057604,JUDY
1,reg,B,3,33.080086,-117.057584,JUDY
1,reg,B,3,33.080095,-117.057603,BASKET
2,reg,C,3,33.079676,-117.057618,BARELY_KNOW_HER
2,reg,C,3,33.078884,-117.057416,JUDY
2,reg,C,3,33.078691,-117.057449,JUDY
2,reg,C,3,33.078551,-117.057480,JUDY
2,reg,C,3,33.078599,-117.057485,BASKET
3,reg,B,4,33.079355,-117.057288,BARELY_KNOW_HER
3,reg,B,4,33.079928,-117.057392,JUDY
3,reg,B,4,33.080573,-117.057499,JUDY
3,reg,B,4,33.080703,-117.057503,JUDY
3,reg,B,4,33.080684,-117.057442,BASKET
4,reg,B,4,33.080419,-117.057765,BARELY_KNOW_HER
4,reg,B,4,33.079928,-117.058688,BARELY_KNOW_HER
4,reg,B,4,33.079877,-117.058591,JUDY
4,reg,B,4,33.079432,-117.058944,JUDY
4,reg,B,4,33.079448,-117.058897,JUDY
4,reg,B,4,33.079461,-117.058804,JUDY
4,reg,B,4,33.079461,-117.058787,BASKET
5,reg,A,3,33.079305,-117.059316,JUDY
5,reg,A,3,33.079116,-117.060108,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,JUDY
6,reg,A,3,33.081305,-117.061205,JUDY
6,reg,A,3,33.081417,-117.061143,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081370,-117.060906,JUDY
7,reg,A,3,33.082005,-117.061013,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,JUDY
8,reg,A,3,33.082792,-117.060817,JUDY
8,reg,A,3,33.082890,-117.060770,BASKET
9,reg,A,3,33.083486,-117.060999,JUDY
9,reg,A,3,33.084171,-117.061365,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,JUDY
10,reg,A,3,33.084055,-117.061547,JUDY
10,reg,A,3,33.083676,-117.061639,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,C,4,33.083426,-117.061863,JUDY
11,reg,C,4,33.084249,-117.061702,JUDY
11,reg,C,4,33.084874,-117.061575,JUDY
11,reg,C,4,33.084766,-117.061688,JUDY
11,reg,C,4,33.084811,-117.061659,BASKET
12,reg,A,3,33.084670,-117.061963,JUDY
12,reg,A,3,33.084072,-117.062385,JUDY
12,reg,A,3,33.084051,-117.062324,BASKET
13,reg,A,3,33.083715,-117.062250,JUDY
13,reg,A,3,33.082743,-117.062132,JUDY
13,reg,A,3,33.082805,-117.061994,JUDY
13,reg,A,3,33.082782,-117.062002,BASKET
14,reg,B,4,33.082501,-117.061417,JUDY
14,reg,B,4,33.081634,-117.061388,JUDY
14,reg,B,4,33.081143,-117.061279,JUDY
14,reg,B,4,33.081175,-117.061272,BASKET
15,reg,A,3,33.081738,-117.061570,JUDY
15,reg,A,3,33.081092,-117.061983,JUDY
15,reg,A,3,33.081111,-117.061851,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,B,3,33.081176,-117.062135,JUDY
16,reg,B,3,33.080630,-117.062741,JUDY
16,reg,B,3,33.080570,-117.062892,JUDY
16,reg,B,3,33.080606,-117.062871,BASKET
17,reg,A,3,33.080498,-117.062244,JUDY
17,reg,A,3,33.079917,-117.062332,JUDY
17,reg,A,3,33.079815,-117.062375,JUDY
17,reg,A,3,33.079835,-117.062358,BASKET
18,reg,B,3,33.079575,-117.062434,JUDY
18,reg,B,3,33.079494,-117.061423,JUDY
18,reg,B,3,33.079542,-117.061241,JUDY
18,reg,B,3,33.079490,-117.061306,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
