RoundID: 2021-09-07-09-49-43_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,C,3,33.079341,-117.058583,BARELY_KNOW_HER
1,reg,C,3,33.079683,-117.057859,JUDY
1,reg,C,3,33.079670,-117.057795,JUDY
1,reg,C,3,33.079675,-117.057753,BASKET
2,reg,C,3,33.079676,-117.057618,FLIPPER
2,reg,C,3,33.078737,-117.057606,JUDY
2,reg,C,3,33.078645,-117.057519,JUDY
2,reg,C,3,33.078599,-117.057485,BASKET
3,reg,B,4,33.079355,-117.057288,FLIPPER
3,reg,B,4,33.080534,-117.057444,JUDY
3,reg,B,4,33.080750,-117.057498,JUDY
3,reg,B,4,33.080684,-117.057442,BASKET
4,reg,B,4,33.080419,-117.057765,BARELY_KNOW_HER
4,reg,B,4,33.079558,-117.058605,JUDY
4,reg,B,4,33.079430,-117.058729,JUDY
4,reg,B,4,33.079461,-117.058789,JUDY
4,reg,B,4,33.079461,-117.058787,BASKET
5,reg,A,3,33.079305,-117.059316,FLIPPER
5,reg,A,3,33.079204,-117.060092,JUDY
5,reg,A,3,33.079126,-117.060168,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,BARELY_KNOW_HER
6,reg,A,3,33.081322,-117.061170,JUDY
6,reg,A,3,33.081427,-117.061132,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081370,-117.060906,BARELY_KNOW_HER
7,reg,A,3,33.081862,-117.061103,JUDY
7,reg,A,3,33.082034,-117.061032,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,BARELY_KNOW_HER
8,reg,A,3,33.082771,-117.060935,JUDY
8,reg,A,3,33.082862,-117.060850,JUDY
8,reg,A,3,33.082890,-117.060770,BASKET
9,reg,A,3,33.083486,-117.060999,BARELY_KNOW_HER
9,reg,A,3,33.084056,-117.061361,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,BARELY_KNOW_HER
10,reg,A,3,33.083983,-117.061725,JUDY
10,reg,A,3,33.083747,-117.061672,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,D,4,33.083426,-117.061863,FLIPPER
11,reg,D,4,33.084397,-117.061907,BARELY_KNOW_HER
11,reg,D,4,33.084524,-117.061746,JUDY
11,reg,D,4,33.084718,-117.061607,JUDY
11,reg,D,4,33.084776,-117.061533,JUDY
11,reg,D,4,33.084791,-117.061522,BASKET
12,reg,B,3,33.084670,-117.061963,BARELY_KNOW_HER
12,reg,B,3,33.083827,-117.062181,JUDY
12,reg,B,3,33.083902,-117.062227,JUDY
12,reg,B,3,33.083887,-117.062243,BASKET
13,reg,B,3,33.083715,-117.062250,BARELY_KNOW_HER
13,reg,B,3,33.082917,-117.061671,BARELY_KNOW_HER
13,reg,B,3,33.082858,-117.061942,JUDY
13,reg,B,3,33.082941,-117.061814,JUDY
13,reg,B,3,33.082887,-117.061800,BASKET
14,reg,B,4,33.082501,-117.061417,FLIPPER
14,reg,B,4,33.081945,-117.061288,FLIPPER
14,reg,B,4,33.081219,-117.061185,JUDY
14,reg,B,4,33.081196,-117.061262,JUDY
14,reg,B,4,33.081175,-117.061272,BASKET
15,reg,A,3,33.081738,-117.061570,BARELY_KNOW_HER
15,reg,A,3,33.081178,-117.061694,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,B,3,33.081176,-117.062135,BARELY_KNOW_HER
16,reg,B,3,33.080630,-117.062753,JUDY
16,reg,B,3,33.080612,-117.062949,JUDY
16,reg,B,3,33.080606,-117.062871,BASKET
17,reg,A,3,33.080498,-117.062244,FLIPPER
17,reg,A,3,33.079711,-117.062298,JUDY
17,reg,A,3,33.079833,-117.062344,JUDY
17,reg,A,3,33.079835,-117.062358,BASKET
18,reg,B,3,33.079575,-117.062434,BARELY_KNOW_HER
18,reg,B,3,33.079523,-117.061474,JUDY
18,reg,B,3,33.079559,-117.061250,JUDY
18,reg,B,3,33.079531,-117.061286,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
