RoundID: 2021-09-27-08-41-27_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,A,3,33.079341,-117.058583,FLIPPER
1,reg,A,3,33.079853,-117.057756,JUDY
1,reg,A,3,33.079940,-117.057794,JUDY
1,reg,A,3,33.079947,-117.057800,BASKET
2,reg,A,3,33.079676,-117.057618,BARELY_KNOW_HER
2,reg,A,3,33.079116,-117.057661,JUDY
2,reg,A,3,33.078911,-117.057767,JUDY
2,reg,A,3,33.078940,-117.057842,BASKET
3,reg,A,3,33.079355,-117.057288,FLIPPER
3,reg,A,3,33.080072,-117.057426,JUDY
3,reg,A,3,33.080341,-117.057424,JUDY
3,reg,A,3,33.080317,-117.057442,BASKET
4,reg,A,3,33.080419,-117.057765,BARELY_KNOW_HER
4,reg,A,3,33.079985,-117.058387,JUDY
4,reg,A,3,33.079849,-117.058458,JUDY
4,reg,A,3,33.079828,-117.058467,BASKET
5,reg,A,3,33.079305,-117.059316,BARELY_KNOW_HER
5,reg,A,3,33.079380,-117.059601,BARELY_KNOW_HER
5,reg,A,3,33.078966,-117.059950,BARELY_KNOW_HER
5,reg,A,3,33.079175,-117.059804,JUDY
5,reg,A,3,33.079116,-117.060202,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,BARELY_KNOW_HER
6,reg,A,3,33.081364,-117.061181,JUDY
6,reg,A,3,33.081432,-117.061123,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081370,-117.060906,BARELY_KNOW_HER
7,reg,A,3,33.082181,-117.061145,BARELY_KNOW_HER
7,reg,A,3,33.082168,-117.061148,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,BARELY_KNOW_HER
8,reg,A,3,33.082773,-117.061003,JUDY
8,reg,A,3,33.082910,-117.060788,JUDY
8,reg,A,3,33.082890,-117.060770,BASKET
9,reg,A,3,33.083486,-117.060999,BARELY_KNOW_HER
9,reg,A,3,33.084027,-117.061329,JUDY
9,reg,A,3,33.084132,-117.061304,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,BARELY_KNOW_HER
10,reg,A,3,33.083795,-117.061805,BARELY_KNOW_HER
10,reg,A,3,33.083695,-117.061662,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,C,4,33.083426,-117.061863,FLIPPER
11,reg,C,4,33.084364,-117.061919,FLIPPER
11,reg,C,4,33.083959,-117.061890,FLIPPER
11,reg,C,4,33.084543,-117.061670,JUDY
11,reg,C,4,33.084874,-117.061575,JUDY
11,reg,C,4,33.084766,-117.061688,JUDY
11,reg,C,4,33.084828,-117.061639,JUDY
11,reg,C,4,33.084811,-117.061659,BASKET
12,reg,A,3,33.084670,-117.061963,BARELY_KNOW_HER
12,reg,A,3,33.083837,-117.062380,JUDY
12,reg,A,3,33.084042,-117.062278,JUDY
12,reg,A,3,33.084051,-117.062324,BASKET
13,reg,A,3,33.083715,-117.062250,BARELY_KNOW_HER
13,reg,A,3,33.082738,-117.062003,JUDY
13,reg,A,3,33.082805,-117.061994,JUDY
13,reg,A,3,33.082782,-117.062002,BASKET
14,reg,B,4,33.082501,-117.061417,FLIPPER
14,reg,B,4,33.081939,-117.061314,BARELY_KNOW_HER
14,reg,B,4,33.081188,-117.061436,JUDY
14,reg,B,4,33.081161,-117.061221,JUDY
14,reg,B,4,33.081175,-117.061272,BASKET
15,reg,A,3,33.081738,-117.061570,BARELY_KNOW_HER
15,reg,A,3,33.081191,-117.061469,JUDY
15,reg,A,3,33.081048,-117.061864,JUDY
15,reg,A,3,33.081044,-117.061846,JUDY
15,reg,A,3,33.081044,-117.061767,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,B,3,33.081176,-117.062135,BARELY_KNOW_HER
16,reg,B,3,33.080571,-117.062955,JUDY
16,reg,B,3,33.080626,-117.062855,JUDY
16,reg,B,3,33.080606,-117.062871,BASKET
17,reg,A,3,33.080498,-117.062244,BARELY_KNOW_HER
17,reg,A,3,33.079917,-117.062332,JUDY
17,reg,A,3,33.079815,-117.062375,JUDY
17,reg,A,3,33.079835,-117.062358,BASKET
18,reg,B,3,33.079575,-117.062434,BARELY_KNOW_HER
18,reg,B,3,33.079706,-117.061441,JUDY
18,reg,B,3,33.079483,-117.061236,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
