RoundID: 2021-07-26-08-18-55_-_kit_carson
CourseID: kit_carson
CourseName: Kit Carson
Notes: 

hole,tee,pin,par,lat,lon,disc
1,reg,A,3,33.079341,-117.058583,BUZZBUZZ
1,reg,A,3,33.079976,-117.057888,JUDY
1,reg,A,3,33.079947,-117.057800,BASKET
2,reg,A,3,33.079676,-117.057618,BUZZBUZZ
2,reg,A,3,33.078822,-117.057670,JUDY
2,reg,A,3,33.078926,-117.057843,JUDY
2,reg,A,3,33.078940,-117.057842,BASKET
3,reg,B,4,33.079355,-117.057288,FLIPPER
3,reg,B,4,33.080188,-117.057522,BUZZBUZZ
3,reg,B,4,33.080658,-117.057455,BUZZBUZZ
3,reg,B,4,33.080684,-117.057442,BASKET
4,reg,B,4,33.080419,-117.057765,FLIPPER
4,reg,B,4,33.079787,-117.058804,FLIPPER
4,reg,B,4,33.079759,-117.058653,BUZZBUZZ
4,reg,B,4,33.079489,-117.058739,JUDY
4,reg,B,4,33.079491,-117.058787,JUDY
4,reg,B,4,33.079461,-117.058787,BASKET
5,reg,A,3,33.079305,-117.059316,BARELY_KNOW_HER
5,reg,A,3,33.079199,-117.060195,JUDY
5,reg,A,3,33.079140,-117.060185,BASKET
6,reg,A,3,33.080816,-117.061106,BARELY_KNOW_HER
6,reg,A,3,33.081335,-117.061054,JUDY
6,reg,A,3,33.081402,-117.061125,BASKET
7,reg,A,3,33.081409,-117.060896,BARELY_KNOW_HER
7,reg,A,3,33.081710,-117.061246,BUZZBUZZ
7,reg,A,3,33.082010,-117.061081,JUDY
7,reg,A,3,33.082092,-117.061044,BASKET
8,reg,A,3,33.082243,-117.061013,BARELY_KNOW_HER
8,reg,A,3,33.082839,-117.060801,JUDY
8,reg,A,3,33.082899,-117.060744,BASKET
9,reg,A,3,33.083486,-117.060999,BARELY_KNOW_HER
9,reg,A,3,33.084272,-117.061296,JUDY
9,reg,A,3,33.084179,-117.061303,JUDY
9,reg,A,3,33.084126,-117.061307,BASKET
10,reg,A,3,33.084455,-117.061342,FLIPPER
10,reg,A,3,33.083804,-117.061723,JUDY
10,reg,A,3,33.083709,-117.061656,BASKET
11,reg,D,4,33.083426,-117.061863,FLIPPER
11,reg,D,4,33.084209,-117.061724,BUZZBUZZ
11,reg,D,4,33.084946,-117.061322,BUZZBUZZ
11,reg,D,4,33.084873,-117.061479,JUDY
11,reg,D,4,33.084829,-117.061557,JUDY
11,reg,D,4,33.084791,-117.061522,BASKET
12,reg,B,3,33.084670,-117.061963,BUZZBUZZ
12,reg,B,3,33.084024,-117.062265,JUDY
12,reg,B,3,33.083894,-117.062240,JUDY
12,reg,B,3,33.083887,-117.062243,BASKET
13,reg,B,3,33.083715,-117.062250,BUZZBUZZ
13,reg,B,3,33.082766,-117.062068,JUDY
13,reg,B,3,33.082867,-117.061850,JUDY
13,reg,B,3,33.082887,-117.061800,BASKET
14,reg,A,3,33.082548,-117.061303,FLIPPER
14,reg,A,3,33.081599,-117.061390,JUDY
14,reg,A,3,33.081476,-117.061183,JUDY
14,reg,A,3,33.081516,-117.061258,JUDY
14,reg,A,3,33.081491,-117.061267,BASKET
15,reg,A,3,33.081738,-117.061570,BUZZBUZZ
15,reg,A,3,33.081225,-117.061822,JUDY
15,reg,A,3,33.081063,-117.061804,JUDY
15,reg,A,3,33.081045,-117.061757,BASKET
16,reg,A,3,33.081176,-117.062135,BUZZBUZZ
16,reg,A,3,33.080613,-117.062537,JUDY
16,reg,A,3,33.080516,-117.062520,BASKET
17,reg,B,3,33.080498,-117.062244,BUZZBUZZ
17,reg,B,3,33.080154,-117.062334,BUZZBUZZ
17,reg,B,3,33.079939,-117.062531,JUDY
17,reg,B,3,33.079882,-117.062517,JUDY
17,reg,B,3,33.079912,-117.062570,BASKET
18,reg,B,3,33.079575,-117.062434,BUZZBUZZ
18,reg,B,3,33.079520,-117.061448,JUDY
18,reg,B,3,33.079497,-117.061325,JUDY
18,reg,B,3,33.079511,-117.061291,BASKET
